timestamp,device_type,cpu,memory,battery,temp,vibration
2025-12-18 17:44:06.188210,Win11,52.617926993860785,80.45793344720863,100.0,54.407173539740675,0.04337050844189937
2025-12-18 17:44:07.188210,Win11,19.00039734398761,73.42777472957529,100.0,47.707130636263386,0.0375396591784821
2025-12-18 17:44:08.188210,Win11,63.76127989516143,49.20779650072814,100.0,50.85526934164142,0.2325146728874839
2025-12-18 17:44:09.188210,Win11,68.51411790978034,37.46244815938655,100.0,61.33910377733742,0.1330289945616592
2025-12-18 17:44:10.188210,Win11,0.0,15.532067432375229,100.0,55.02993291199956,0.07882661974556057
2025-12-18 17:44:11.188210,Win11,12.44551232844205,51.84756738101048,100.0,58.40209976868338,0.14987194410697235
2025-12-18 17:44:12.188210,Win11,48.19601007918214,96.30622518371104,100.0,61.7007924220219,0.0
2025-12-18 17:44:13.188210,Win11,37.093935191410445,66.52326407195471,100.0,51.25158537102391,0.09568664103590926
2025-12-18 17:44:14.188210,Win11,44.57997106239278,51.60641570925766,100.0,62.56248163629806,0.2997514177804763
2025-12-18 17:44:15.188210,Win11,23.6739018106605,66.97620314250459,100.0,58.78842603458394,0.11323465064026726
2025-12-18 17:44:16.188210,Win11,66.9849493715707,36.58562470508336,100.0,42.65186913088522,0.10679131691693355
2025-12-18 17:44:17.188210,Win11,64.44479838572371,55.540149559535465,100.0,69.42304791186244,0.15481283796421963
2025-12-18 17:44:18.188210,Win11,46.6507674390304,61.492162095236075,100.0,49.99255256243084,0.18956052433143455
2025-12-18 17:44:19.188210,Win11,73.18103017420083,58.708490222684276,100.0,38.44904656814816,0.0
2025-12-18 17:44:20.188210,Win11,56.68773355630114,71.86209182535121,100.0,44.54956290413698,0.0
2025-12-18 17:44:21.188210,Win11,23.517688427919044,65.16967839354079,100.0,44.789548393216776,0.12102912910861466
2025-12-18 17:44:22.188210,Win11,54.21876960206247,70.02489027161995,100.0,55.52173318657533,0.02851234381024903
2025-12-18 17:44:23.188210,Win11,21.027934979275027,49.67441576653861,100.0,52.26149494453763,0.23120252622199144
2025-12-18 17:44:24.188210,Win11,66.96125753268181,73.46723112615823,100.0,51.63168032359407,0.06848256101147762
2025-12-18 17:44:25.188210,Win11,43.751852225343676,84.43405421435988,100.0,61.197019654824786,0.0
2025-12-18 17:44:26.188210,Win11,40.378440911368486,45.44775720522881,100.0,58.398753611927035,0.0
2025-12-18 17:44:27.188210,Win11,27.976761389901466,46.6845651642816,100.0,58.16047870644286,0.0
2025-12-18 17:44:28.188210,Win11,75.56353346685076,80.03676504480349,100.0,59.098284573286925,0.07658744627170874
2025-12-18 17:44:29.188210,Win11,41.136762948279944,57.1298401995741,100.0,61.16134668002238,0.08116158727356167
