timestamp,device_type,cpu,memory,battery,temp,vibration
2025-12-18 17:44:06.192804,Rpi,26.523585398772155,32.72772445962782,100.0,64.70358676987034,0.0
2025-12-18 17:44:07.192804,Rpi,19.80007946879752,31.790369963943373,100.0,61.35356531813169,0.0
2025-12-18 17:44:08.192804,Rpi,28.752255979032284,28.56103953343042,100.0,62.92763467082071,0.0
2025-12-18 17:44:09.192804,Rpi,29.702823581956068,26.994993087918207,100.0,68.1695518886687,0.0
2025-12-18 17:44:10.192804,Rpi,15.244824056730819,24.070942324316697,100.0,65.01496645599978,0.0
2025-12-18 17:44:11.192804,Rpi,18.48910246568841,28.91300898413473,100.0,66.70104988434169,0.0
2025-12-18 17:44:12.192804,Rpi,25.639202015836428,34.84083002449481,100.0,68.35039621101095,0.0
2025-12-18 17:44:13.192804,Rpi,23.41878703828209,30.869768542927297,100.0,63.12579268551195,0.0
2025-12-18 17:44:14.192804,Rpi,24.915994212478555,28.88085542790102,100.0,68.78124081814903,0.0
2025-12-18 17:44:15.192804,Rpi,20.7347803621321,30.93016041900061,100.0,66.89421301729197,0.0
2025-12-18 17:44:16.192804,Rpi,29.396989874314144,26.878083294011113,100.0,58.82593456544261,0.0
2025-12-18 17:44:17.192804,Rpi,28.88895967714474,29.405353274604728,100.0,72.21152395593123,0.0
2025-12-18 17:44:18.192804,Rpi,25.33015348780608,30.198954946031478,100.0,62.49627628121542,0.0
2025-12-18 17:44:19.192804,Rpi,30.636206034840164,29.827798696357902,100.0,56.72452328407408,0.0
2025-12-18 17:44:20.192804,Rpi,27.337546711260227,31.58161224338016,100.0,59.77478145206849,0.0
2025-12-18 17:44:21.192804,Rpi,20.70353768558381,30.689290452472104,100.0,59.89477419660839,0.0
2025-12-18 17:44:22.192804,Rpi,26.843753920412496,31.336652036215995,100.0,65.26086659328767,0.0
2025-12-18 17:44:23.192804,Rpi,20.205586995855008,28.623255435538482,100.0,63.630747472268816,0.0
2025-12-18 17:44:24.192804,Rpi,29.39225150653636,31.795630816821095,100.0,63.315840161797034,0.0
2025-12-18 17:44:25.192804,Rpi,24.750370445068736,33.25787389524798,100.0,68.0985098274124,0.0
2025-12-18 17:44:26.192804,Rpi,24.075688182273698,28.059700960697175,100.0,66.69937680596352,0.0
2025-12-18 17:44:27.192804,Rpi,21.595352277980293,28.224608688570882,100.0,66.58023935322143,0.0
2025-12-18 17:44:28.192804,Rpi,31.11270669337015,32.67156867264047,100.0,67.04914228664346,0.0
2025-12-18 17:44:29.192804,Rpi,24.22735258965599,29.61731202660988,100.0,68.08067334001119,0.0
